"w_geocode","lowwage","midwage","hiwage","alljobs","lowwage_p","midwage_p","higwage_p","White_workers","Black_workers","AI.Na_workers","Asian_workers","NaH.PI_workers","Multi.racial_workers","lessThanHS","HSnoCollege","SomeColl.Associates","Bach.AdvDeg","w_county","countyName"
511259503001123,0,4,1,5,0,0.8,0.2,5,0,0,0,0,0,0,1,3,1,"51125","Nelson"
511259503001133,5,4,0,9,0.555555555555556,0.444444444444444,0,8,1,0,0,0,0,0,2,3,0,"51125","Nelson"
511259503001140,0,0,7,7,0,0,1,7,0,0,0,0,0,0,1,0,6,"51125","Nelson"
511259503001153,0,1,1,2,0,0.5,0.5,2,0,0,0,0,0,1,1,0,0,"51125","Nelson"
511259503001164,0,4,0,4,0,1,0,4,0,0,0,0,0,1,1,1,1,"51125","Nelson"
511259503001167,0,3,0,3,0,1,0,3,0,0,0,0,0,0,1,0,0,"51125","Nelson"
511259503001171,4,4,0,8,0.5,0.5,0,5,2,1,0,0,0,1,3,1,2,"51125","Nelson"
511259503001175,8,14,7,29,0.275862068965517,0.482758620689655,0.241379310344828,28,1,0,0,0,0,0,11,4,5,"51125","Nelson"
511259503001193,2,1,4,7,0.285714285714286,0.142857142857143,0.571428571428571,7,0,0,0,0,0,0,3,1,1,"51125","Nelson"
511259503001194,1,7,0,8,0.125,0.875,0,8,0,0,0,0,0,0,3,3,1,"51125","Nelson"
511259503001198,1,3,1,5,0.2,0.6,0.2,5,0,0,0,0,0,1,1,1,0,"51125","Nelson"
511259503002000,18,30,28,76,0.236842105263158,0.394736842105263,0.368421052631579,67,9,0,0,0,0,5,18,19,6,"51125","Nelson"
511259503002003,5,6,2,13,0.384615384615385,0.461538461538462,0.153846153846154,13,0,0,0,0,0,1,3,5,1,"51125","Nelson"
511259503002019,2,6,5,13,0.153846153846154,0.461538461538462,0.384615384615385,13,0,0,0,0,0,2,1,2,1,"51125","Nelson"
511259503002022,1,7,7,15,0.0666666666666667,0.466666666666667,0.466666666666667,8,6,0,1,0,0,0,4,10,1,"51125","Nelson"
511259503002049,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,"51125","Nelson"
511259503002052,8,14,0,22,0.363636363636364,0.636363636363636,0,17,4,1,0,0,0,5,3,8,2,"51125","Nelson"
511259503002064,6,2,2,10,0.6,0.2,0.2,9,1,0,0,0,0,3,4,1,1,"51125","Nelson"
511259503002070,5,5,0,10,0.5,0.5,0,10,0,0,0,0,0,3,1,3,0,"51125","Nelson"
511259503003000,2,0,0,2,1,0,0,1,1,0,0,0,0,1,0,0,1,"51125","Nelson"
511259503003001,0,6,4,10,0,0.6,0.4,7,2,0,0,1,0,1,1,4,1,"51125","Nelson"
511259503003010,16,43,23,82,0.195121951219512,0.524390243902439,0.280487804878049,73,6,1,0,0,2,20,20,19,14,"51125","Nelson"
511259503003047,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,"51125","Nelson"
511259503003058,0,1,2,3,0,0.333333333333333,0.666666666666667,3,0,0,0,0,0,0,1,1,1,"51125","Nelson"
511259503003061,0,0,4,4,0,0,1,4,0,0,0,0,0,0,0,1,3,"51125","Nelson"
511259503003078,0,4,0,4,0,1,0,4,0,0,0,0,0,1,0,2,0,"51125","Nelson"
511259503003098,1,3,0,4,0.25,0.75,0,4,0,0,0,0,0,1,0,2,0,"51125","Nelson"
511259503003114,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,"51125","Nelson"
511259503003124,1,19,2,22,0.0454545454545455,0.863636363636364,0.0909090909090909,17,3,0,1,0,1,2,7,7,2,"51125","Nelson"
511259503003127,18,6,1,25,0.72,0.24,0.04,18,6,1,0,0,0,8,6,6,3,"51125","Nelson"
511259503003140,2,0,0,2,1,0,0,2,0,0,0,0,0,0,0,2,0,"51125","Nelson"
511259503003152,3,3,0,6,0.5,0.5,0,6,0,0,0,0,0,1,1,2,1,"51125","Nelson"
511259503003182,5,1,0,6,0.833333333333333,0.166666666666667,0,6,0,0,0,0,0,1,1,2,0,"51125","Nelson"
511259503004002,0,5,0,5,0,1,0,3,2,0,0,0,0,1,2,1,1,"51125","Nelson"
511259503004003,0,2,0,2,0,1,0,1,1,0,0,0,0,1,0,0,0,"51125","Nelson"
511259503004018,6,7,0,13,0.461538461538462,0.538461538461538,0,13,0,0,0,0,0,4,2,1,1,"51125","Nelson"
511259503004037,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,"51125","Nelson"
511259503004039,1,1,0,2,0.5,0.5,0,1,0,0,0,0,1,0,0,0,1,"51125","Nelson"
511259503004041,1,1,0,2,0.5,0.5,0,1,1,0,0,0,0,0,0,2,0,"51125","Nelson"
511259503004051,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,"51125","Nelson"
511259503004055,2,2,0,4,0.5,0.5,0,0,4,0,0,0,0,1,1,2,0,"51125","Nelson"
511259503004059,4,3,61,68,0.0588235294117647,0.0441176470588235,0.897058823529412,59,7,2,0,0,0,5,12,20,23,"51125","Nelson"
511259503004061,16,27,18,61,0.262295081967213,0.442622950819672,0.295081967213115,54,7,0,0,0,0,11,18,11,13,"51125","Nelson"
511259503004066,14,18,37,69,0.202898550724638,0.260869565217391,0.536231884057971,67,0,1,1,0,0,15,11,14,16,"51125","Nelson"
511259503004080,0,3,1,4,0,0.75,0.25,4,0,0,0,0,0,2,0,2,0,"51125","Nelson"
511259503004097,2,3,0,5,0.4,0.6,0,4,1,0,0,0,0,3,0,1,1,"51125","Nelson"
511259503004125,6,15,2,23,0.260869565217391,0.652173913043478,0.0869565217391304,23,0,0,0,0,0,3,6,5,1,"51125","Nelson"
511259503004138,1,2,1,4,0.25,0.5,0.25,4,0,0,0,0,0,0,1,1,0,"51125","Nelson"
511259503004139,13,9,2,24,0.541666666666667,0.375,0.0833333333333333,21,2,0,0,0,1,0,8,4,2,"51125","Nelson"
511259503004144,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,"51125","Nelson"
511259503004151,0,2,0,2,0,1,0,2,0,0,0,0,0,0,0,2,0,"51125","Nelson"
511259503004152,12,64,26,102,0.117647058823529,0.627450980392157,0.254901960784314,72,26,0,1,0,3,8,23,32,24,"51125","Nelson"
511259503004159,0,0,2,2,0,0,1,2,0,0,0,0,0,0,1,1,0,"51125","Nelson"
511259503004167,13,37,16,66,0.196969696969697,0.560606060606061,0.242424242424242,44,21,0,0,0,1,12,15,17,8,"51125","Nelson"
511259503004173,0,3,0,3,0,1,0,3,0,0,0,0,0,2,0,1,0,"51125","Nelson"
511259503004193,2,2,2,6,0.333333333333333,0.333333333333333,0.333333333333333,5,1,0,0,0,0,1,1,0,3,"51125","Nelson"
515400002011003,0,2,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,"51540","Charlottesville"
515400002011005,3,9,49,61,0.0491803278688525,0.147540983606557,0.80327868852459,47,8,1,2,0,3,8,8,18,22,"51540","Charlottesville"
515400002011006,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,"51540","Charlottesville"
515400002011007,5,1,0,6,0.833333333333333,0.166666666666667,0,4,2,0,0,0,0,0,2,1,1,"51540","Charlottesville"
515400002011008,16,96,96,208,0.0769230769230769,0.461538461538462,0.461538461538462,178,19,0,6,0,5,13,42,44,50,"51540","Charlottesville"
515400002011010,27,45,57,129,0.209302325581395,0.348837209302326,0.441860465116279,112,14,2,1,0,0,10,36,34,26,"51540","Charlottesville"
515400002011012,20,51,43,114,0.175438596491228,0.447368421052632,0.37719298245614,104,5,0,3,1,1,12,21,27,36,"51540","Charlottesville"
515400002011014,10,14,15,39,0.256410256410256,0.358974358974359,0.384615384615385,33,1,0,3,0,2,4,8,7,12,"51540","Charlottesville"
515400002012003,8,9,35,52,0.153846153846154,0.173076923076923,0.673076923076923,46,5,0,1,0,0,5,11,9,16,"51540","Charlottesville"
515400002012004,2,2,0,4,0.5,0.5,0,2,2,0,0,0,0,1,0,1,2,"51540","Charlottesville"
515400002012005,5,5,0,10,0.5,0.5,0,7,1,0,2,0,0,2,1,1,1,"51540","Charlottesville"
515400002012007,0,0,8,8,0,0,1,5,2,0,1,0,0,1,2,3,2,"51540","Charlottesville"
515400002012008,3,2,0,5,0.6,0.4,0,0,5,0,0,0,0,1,1,1,0,"51540","Charlottesville"
515400002012010,78,85,36,199,0.391959798994975,0.42713567839196,0.180904522613065,161,25,2,7,2,2,17,45,49,32,"51540","Charlottesville"
515400002012013,2,0,0,2,1,0,0,0,2,0,0,0,0,0,1,0,0,"51540","Charlottesville"
515400002012014,5,1,2,8,0.625,0.125,0.25,5,3,0,0,0,0,2,3,3,0,"51540","Charlottesville"
515400002012016,15,19,11,45,0.333333333333333,0.422222222222222,0.244444444444444,38,5,0,1,0,1,2,6,7,10,"51540","Charlottesville"
515400002012017,10,15,7,32,0.3125,0.46875,0.21875,23,6,0,2,0,1,1,7,6,6,"51540","Charlottesville"
515400002012019,29,38,42,109,0.26605504587156,0.348623853211009,0.385321100917431,102,4,0,2,0,1,18,23,23,15,"51540","Charlottesville"
515400002012020,2,4,4,10,0.2,0.4,0.4,10,0,0,0,0,0,1,2,2,3,"51540","Charlottesville"
515400002012023,12,53,119,184,0.0652173913043478,0.28804347826087,0.646739130434783,156,12,0,11,0,5,13,39,52,48,"51540","Charlottesville"
515400002012024,2,5,4,11,0.181818181818182,0.454545454545455,0.363636363636364,11,0,0,0,0,0,1,4,2,2,"51540","Charlottesville"
515400002013000,5,2,2,9,0.555555555555556,0.222222222222222,0.222222222222222,2,6,0,0,0,1,0,3,4,0,"51540","Charlottesville"
515400002013001,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,"51540","Charlottesville"
515400002021006,2,0,0,2,1,0,0,0,2,0,0,0,0,0,1,1,0,"51540","Charlottesville"
515400002021007,3,0,0,3,1,0,0,0,3,0,0,0,0,0,2,1,0,"51540","Charlottesville"
515400002021009,177,84,38,299,0.591973244147157,0.280936454849498,0.127090301003344,181,108,1,3,0,6,45,75,104,53,"51540","Charlottesville"
515400002021011,2,13,3,18,0.111111111111111,0.722222222222222,0.166666666666667,18,0,0,0,0,0,2,3,3,5,"51540","Charlottesville"
515400002021012,50,11,3,64,0.78125,0.171875,0.046875,9,52,0,2,0,1,15,22,15,10,"51540","Charlottesville"
515400002021013,2,6,13,21,0.0952380952380952,0.285714285714286,0.619047619047619,21,0,0,0,0,0,0,6,7,5,"51540","Charlottesville"
515400002021015,17,59,53,129,0.131782945736434,0.457364341085271,0.410852713178295,101,27,0,0,0,1,11,29,40,28,"51540","Charlottesville"
515400002021019,35,22,20,77,0.454545454545455,0.285714285714286,0.25974025974026,65,6,1,4,0,1,5,8,14,12,"51540","Charlottesville"
515400002021026,26,40,32,98,0.26530612244898,0.408163265306122,0.326530612244898,69,14,1,11,0,3,8,17,13,20,"51540","Charlottesville"
515400002021027,0,0,7,7,0,0,1,5,0,0,1,0,1,1,0,2,0,"51540","Charlottesville"
515400002021028,1,3,9,13,0.0769230769230769,0.230769230769231,0.692307692307692,10,1,0,2,0,0,1,4,5,2,"51540","Charlottesville"
515400002021029,11,26,13,50,0.22,0.52,0.26,22,22,0,4,0,2,7,15,14,10,"51540","Charlottesville"
515400002021030,9,7,9,25,0.36,0.28,0.36,24,0,0,0,0,1,4,10,3,3,"51540","Charlottesville"
515400002021032,2,4,2,8,0.25,0.5,0.25,7,1,0,0,0,0,1,0,1,0,"51540","Charlottesville"
515400002022000,2,0,0,2,1,0,0,2,0,0,0,0,0,0,1,1,0,"51540","Charlottesville"
515400002022003,1,3,0,4,0.25,0.75,0,1,0,0,3,0,0,0,1,0,2,"51540","Charlottesville"
515400002022006,3,25,27,55,0.0545454545454545,0.454545454545455,0.490909090909091,47,6,0,1,0,1,6,14,9,12,"51540","Charlottesville"
515400002022007,1,6,6,13,0.0769230769230769,0.461538461538462,0.461538461538462,12,1,0,0,0,0,0,4,3,3,"51540","Charlottesville"
515400002022008,277,86,28,391,0.70843989769821,0.219948849104859,0.0716112531969309,298,56,3,22,0,12,26,38,38,32,"51540","Charlottesville"
515400002022010,27,44,10,81,0.333333333333333,0.54320987654321,0.123456790123457,43,31,0,6,0,1,12,14,21,8,"51540","Charlottesville"
515400002023001,1,0,2,3,0.333333333333333,0,0.666666666666667,3,0,0,0,0,0,0,0,2,1,"51540","Charlottesville"
515400002023004,2,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,"51540","Charlottesville"
515400002023005,45,33,9,87,0.517241379310345,0.379310344827586,0.103448275862069,69,12,0,5,0,1,8,13,19,10,"51540","Charlottesville"
515400002023006,14,48,14,76,0.184210526315789,0.631578947368421,0.184210526315789,45,29,0,1,0,1,3,13,29,20,"51540","Charlottesville"
515400002023011,364,119,60,543,0.670349907918969,0.219152854511971,0.110497237569061,449,54,0,25,1,14,30,49,59,49,"51540","Charlottesville"
515400002023012,2,2,6,10,0.2,0.2,0.6,6,1,0,3,0,0,0,0,1,2,"51540","Charlottesville"
515400002023013,9,15,5,29,0.310344827586207,0.517241379310345,0.172413793103448,25,3,0,1,0,0,4,3,8,2,"51540","Charlottesville"
515400003021006,2,3,2,7,0.285714285714286,0.428571428571429,0.285714285714286,6,1,0,0,0,0,0,3,2,1,"51540","Charlottesville"
515400003021008,8,8,0,16,0.5,0.5,0,10,6,0,0,0,0,4,5,2,3,"51540","Charlottesville"
515400003021012,1,0,4,5,0.2,0,0.8,5,0,0,0,0,0,0,2,1,2,"51540","Charlottesville"
515400003021014,14,13,5,32,0.4375,0.40625,0.15625,29,2,0,0,0,1,1,9,3,6,"51540","Charlottesville"
515400003021016,5,9,1,15,0.333333333333333,0.6,0.0666666666666667,13,0,0,0,0,2,1,3,5,5,"51540","Charlottesville"
515400003021017,6,10,31,47,0.127659574468085,0.212765957446809,0.659574468085106,44,3,0,0,0,0,5,16,13,7,"51540","Charlottesville"
515400003021018,0,2,0,2,0,1,0,2,0,0,0,0,0,0,0,1,1,"51540","Charlottesville"
515400003021019,6,24,30,60,0.1,0.4,0.5,56,2,0,2,0,0,4,12,12,21,"51540","Charlottesville"
515400003021022,3,0,2,5,0.6,0,0.4,5,0,0,0,0,0,0,0,0,3,"51540","Charlottesville"
515400003021023,8,24,66,98,0.0816326530612245,0.244897959183673,0.673469387755102,87,7,1,1,1,1,8,18,34,24,"51540","Charlottesville"
515400003021024,289,131,25,445,0.649438202247191,0.29438202247191,0.0561797752808989,286,146,2,2,0,9,61,100,77,70,"51540","Charlottesville"
515400003021025,15,22,6,43,0.348837209302326,0.511627906976744,0.13953488372093,36,3,0,4,0,0,7,15,9,8,"51540","Charlottesville"
515400003021026,6,22,43,71,0.0845070422535211,0.309859154929577,0.605633802816901,65,5,1,0,0,0,14,16,12,22,"51540","Charlottesville"
515400003021027,3,41,17,61,0.0491803278688525,0.672131147540984,0.278688524590164,51,8,1,1,0,0,7,8,14,18,"51540","Charlottesville"
515400003021028,5,17,38,60,0.0833333333333333,0.283333333333333,0.633333333333333,53,6,0,1,0,0,4,8,10,30,"51540","Charlottesville"
515400003021029,4,6,30,40,0.1,0.15,0.75,37,1,0,2,0,0,2,7,10,18,"51540","Charlottesville"
515400003021030,15,33,60,108,0.138888888888889,0.305555555555556,0.555555555555556,96,9,0,2,0,1,9,17,26,41,"51540","Charlottesville"
515400003021031,19,34,57,110,0.172727272727273,0.309090909090909,0.518181818181818,94,16,0,0,0,0,8,14,34,34,"51540","Charlottesville"
515400003021032,7,21,31,59,0.11864406779661,0.355932203389831,0.525423728813559,53,3,0,3,0,0,4,9,17,17,"51540","Charlottesville"
515400003021034,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,"51540","Charlottesville"
515400003021035,49,28,427,504,0.0972222222222222,0.0555555555555556,0.847222222222222,433,30,0,26,0,15,28,71,68,160,"51540","Charlottesville"
515400003021036,79,111,170,360,0.219444444444444,0.308333333333333,0.472222222222222,322,19,1,13,0,5,38,81,78,83,"51540","Charlottesville"
515400003021037,28,28,48,104,0.269230769230769,0.269230769230769,0.461538461538462,90,9,0,3,0,2,11,17,22,32,"51540","Charlottesville"
515400003021038,12,18,22,52,0.230769230769231,0.346153846153846,0.423076923076923,50,1,0,0,0,1,3,10,17,17,"51540","Charlottesville"
515400003021039,1,11,22,34,0.0294117647058824,0.323529411764706,0.647058823529412,29,3,0,2,0,0,6,8,5,10,"51540","Charlottesville"
515400003021040,34,37,39,110,0.309090909090909,0.336363636363636,0.354545454545455,97,7,0,5,0,1,9,23,26,17,"51540","Charlottesville"
515400003022001,1,5,15,21,0.0476190476190476,0.238095238095238,0.714285714285714,20,0,0,1,0,0,3,7,4,4,"51540","Charlottesville"
515400003022002,2,7,4,13,0.153846153846154,0.538461538461538,0.307692307692308,10,3,0,0,0,0,5,4,2,0,"51540","Charlottesville"
515400003022003,10,37,20,67,0.149253731343284,0.552238805970149,0.298507462686567,64,2,0,1,0,0,6,16,17,12,"51540","Charlottesville"
515400003022004,0,2,1,3,0,0.666666666666667,0.333333333333333,2,0,0,0,0,1,0,0,1,0,"51540","Charlottesville"
515400003022005,3,7,1,11,0.272727272727273,0.636363636363636,0.0909090909090909,8,2,0,0,0,1,1,4,2,1,"51540","Charlottesville"
515400003022006,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,"51540","Charlottesville"
515400003022011,3,0,4,7,0.428571428571429,0,0.571428571428571,7,0,0,0,0,0,1,0,1,2,"51540","Charlottesville"
515400003022014,0,2,0,2,0,1,0,0,0,0,1,0,1,0,0,0,2,"51540","Charlottesville"
515400003022015,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"51540","Charlottesville"
515400003022017,28,34,53,115,0.243478260869565,0.295652173913043,0.460869565217391,101,13,0,1,0,0,9,32,37,20,"51540","Charlottesville"
515400003022018,6,2,2,10,0.6,0.2,0.2,7,1,0,0,0,2,1,1,2,1,"51540","Charlottesville"
515400003022022,1,2,0,3,0.333333333333333,0.666666666666667,0,3,0,0,0,0,0,0,2,1,0,"51540","Charlottesville"
515400004011000,10,15,10,35,0.285714285714286,0.428571428571429,0.285714285714286,27,2,0,0,0,6,4,10,5,11,"51540","Charlottesville"
515400004011001,3,1,0,4,0.75,0.25,0,2,2,0,0,0,0,1,0,0,2,"51540","Charlottesville"
515400004011002,3,6,20,29,0.103448275862069,0.206896551724138,0.689655172413793,27,1,0,1,0,0,3,7,14,2,"51540","Charlottesville"
515400004011004,46,96,163,305,0.150819672131148,0.314754098360656,0.534426229508197,255,35,0,8,0,7,25,60,53,88,"51540","Charlottesville"
515400004011006,10,12,0,22,0.454545454545455,0.545454545454545,0,12,3,0,5,0,2,1,9,4,5,"51540","Charlottesville"
515400004011007,3,9,11,23,0.130434782608696,0.391304347826087,0.478260869565217,16,7,0,0,0,0,3,6,5,6,"51540","Charlottesville"
515400004011008,2,0,1,3,0.666666666666667,0,0.333333333333333,2,1,0,0,0,0,0,0,0,2,"51540","Charlottesville"
515400004011012,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,"51540","Charlottesville"
515400004011013,1,4,1,6,0.166666666666667,0.666666666666667,0.166666666666667,3,3,0,0,0,0,0,1,2,1,"51540","Charlottesville"
515400004011016,1,4,6,11,0.0909090909090909,0.363636363636364,0.545454545454545,8,2,0,1,0,0,2,2,2,3,"51540","Charlottesville"
515400004011020,0,4,0,4,0,1,0,4,0,0,0,0,0,0,0,2,0,"51540","Charlottesville"
515400004011022,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,"51540","Charlottesville"
515400004012000,9,13,0,22,0.409090909090909,0.590909090909091,0,12,8,0,0,0,2,3,4,3,4,"51540","Charlottesville"
515400004012001,2,0,0,2,1,0,0,0,2,0,0,0,0,1,1,0,0,"51540","Charlottesville"
515400004012004,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,"51540","Charlottesville"
515400004012006,1,2,6,9,0.111111111111111,0.222222222222222,0.666666666666667,5,3,0,1,0,0,0,5,2,2,"51540","Charlottesville"
515400004012007,0,1,1,2,0,0.5,0.5,2,0,0,0,0,0,0,1,0,0,"51540","Charlottesville"
515400004012010,3,0,0,3,1,0,0,0,3,0,0,0,0,1,1,1,0,"51540","Charlottesville"
515400004012012,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,"51540","Charlottesville"
515400004012014,6,6,0,12,0.5,0.5,0,7,5,0,0,0,0,1,0,3,3,"51540","Charlottesville"
515400004012015,61,42,18,121,0.504132231404959,0.347107438016529,0.148760330578512,75,39,0,2,0,5,9,27,20,18,"51540","Charlottesville"
515400004012018,0,1,1,2,0,0.5,0.5,0,1,0,1,0,0,0,2,0,0,"51540","Charlottesville"
515400004021000,15,51,84,150,0.1,0.34,0.56,128,15,0,2,0,5,12,43,34,36,"51540","Charlottesville"
515400004021002,1,3,0,4,0.25,0.75,0,4,0,0,0,0,0,0,1,2,1,"51540","Charlottesville"
515400004021003,8,16,5,29,0.275862068965517,0.551724137931034,0.172413793103448,27,2,0,0,0,0,3,1,5,11,"51540","Charlottesville"
515400004021004,2,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,"51540","Charlottesville"
515400004021005,0,16,3,19,0,0.842105263157895,0.157894736842105,16,0,0,3,0,0,2,5,5,2,"51540","Charlottesville"
515400004021006,15,67,49,131,0.114503816793893,0.511450381679389,0.374045801526718,65,59,0,6,0,1,14,50,37,18,"51540","Charlottesville"
515400004021009,6,19,14,39,0.153846153846154,0.487179487179487,0.358974358974359,37,2,0,0,0,0,6,7,9,7,"51540","Charlottesville"
515400004021010,3,9,19,31,0.0967741935483871,0.290322580645161,0.612903225806452,23,5,0,1,2,0,7,9,10,3,"51540","Charlottesville"
515400004022004,47,24,34,105,0.447619047619048,0.228571428571429,0.323809523809524,93,3,2,4,0,3,7,11,23,18,"51540","Charlottesville"
515400004022008,1,1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,3,0,0,0,0,0,0,0,0,2,"51540","Charlottesville"
515400004022012,2,18,36,56,0.0357142857142857,0.321428571428571,0.642857142857143,47,7,0,1,0,1,8,12,19,3,"51540","Charlottesville"
515400004022015,11,20,4,35,0.314285714285714,0.571428571428571,0.114285714285714,28,3,0,3,0,1,3,9,0,16,"51540","Charlottesville"
515400004022017,4,10,33,47,0.0851063829787234,0.212765957446809,0.702127659574468,42,2,0,1,0,2,3,11,14,9,"51540","Charlottesville"
515400004022019,1,1,2,4,0.25,0.25,0.5,3,0,0,0,0,1,1,0,0,1,"51540","Charlottesville"
515400004022020,2,0,0,2,1,0,0,2,0,0,0,0,0,0,0,2,0,"51540","Charlottesville"
515400004022026,44,52,79,175,0.251428571428571,0.297142857142857,0.451428571428571,163,11,0,1,0,0,12,40,40,56,"51540","Charlottesville"
515400004022028,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,"51540","Charlottesville"
515400004022029,1,1,0,2,0.5,0.5,0,0,2,0,0,0,0,1,0,0,1,"51540","Charlottesville"
515400004022030,0,0,3,3,0,0,1,3,0,0,0,0,0,0,0,0,3,"51540","Charlottesville"
515400004022031,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,"51540","Charlottesville"
515400004023000,86,275,312,673,0.12778603268945,0.408618127786033,0.463595839524517,559,96,3,9,0,6,84,189,161,96,"51540","Charlottesville"
515400004023001,0,1,2,3,0,0.333333333333333,0.666666666666667,2,1,0,0,0,0,0,2,0,1,"51540","Charlottesville"
515400004023002,5,8,5,18,0.277777777777778,0.444444444444444,0.277777777777778,9,4,0,2,0,3,3,1,3,6,"51540","Charlottesville"
515400004023006,2,0,0,2,1,0,0,0,2,0,0,0,0,2,0,0,0,"51540","Charlottesville"
515400004023010,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,"51540","Charlottesville"
515400004023011,1,7,0,8,0.125,0.875,0,2,6,0,0,0,0,2,1,4,0,"51540","Charlottesville"
515400004023012,0,4,0,4,0,1,0,2,2,0,0,0,0,0,1,2,1,"51540","Charlottesville"
515400004023013,8,34,28,70,0.114285714285714,0.485714285714286,0.4,54,14,0,0,0,2,13,17,17,10,"51540","Charlottesville"
515400004023015,2,10,15,27,0.0740740740740741,0.37037037037037,0.555555555555556,24,3,0,0,0,0,5,9,2,9,"51540","Charlottesville"
515400004023016,30,132,154,316,0.0949367088607595,0.417721518987342,0.487341772151899,227,80,0,2,0,7,42,120,70,51,"51540","Charlottesville"
515400004023017,0,6,2,8,0,0.75,0.25,8,0,0,0,0,0,0,5,1,1,"51540","Charlottesville"
515400004024000,11,3,5,19,0.578947368421053,0.157894736842105,0.263157894736842,5,11,2,0,0,1,1,4,6,2,"51540","Charlottesville"
515400004024003,0,4,7,11,0,0.363636363636364,0.636363636363636,9,0,0,2,0,0,4,2,2,3,"51540","Charlottesville"
515400004024004,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,"51540","Charlottesville"
515400004024006,1,7,0,8,0.125,0.875,0,7,1,0,0,0,0,0,1,0,0,"51540","Charlottesville"
515400004024007,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,"51540","Charlottesville"
515400004024011,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,0,2,"51540","Charlottesville"
515400004024013,0,3,2,5,0,0.6,0.4,3,2,0,0,0,0,2,0,0,2,"51540","Charlottesville"
515400004024014,1,1,0,2,0.5,0.5,0,2,0,0,0,0,0,0,1,1,0,"51540","Charlottesville"
515400005011000,1,3,2,6,0.166666666666667,0.5,0.333333333333333,5,1,0,0,0,0,1,2,2,1,"51540","Charlottesville"
515400005011001,0,3,7,10,0,0.3,0.7,4,3,0,3,0,0,1,2,1,4,"51540","Charlottesville"
515400005011003,2,1,0,3,0.666666666666667,0.333333333333333,0,1,2,0,0,0,0,0,2,0,0,"51540","Charlottesville"
515400005011005,11,4,3,18,0.611111111111111,0.222222222222222,0.166666666666667,10,6,0,0,0,2,2,5,9,1,"51540","Charlottesville"
515400005011006,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,0,2,"51540","Charlottesville"
515400005011007,2,4,4,10,0.2,0.4,0.4,5,2,0,3,0,0,0,3,2,3,"51540","Charlottesville"
515400005011008,8,8,3,19,0.421052631578947,0.421052631578947,0.157894736842105,8,10,0,1,0,0,6,5,5,1,"51540","Charlottesville"
515400005011009,1,4,1,6,0.166666666666667,0.666666666666667,0.166666666666667,2,3,0,1,0,0,1,2,2,1,"51540","Charlottesville"
515400005011010,1,4,2,7,0.142857142857143,0.571428571428571,0.285714285714286,4,1,0,2,0,0,1,0,1,4,"51540","Charlottesville"
515400005011011,3,8,3,14,0.214285714285714,0.571428571428571,0.214285714285714,6,8,0,0,0,0,5,5,1,0,"51540","Charlottesville"
515400005011012,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,"51540","Charlottesville"
515400005011014,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,"51540","Charlottesville"
515400005012001,1,2,0,3,0.333333333333333,0.666666666666667,0,1,1,0,1,0,0,0,0,0,3,"51540","Charlottesville"
515400005012007,1,2,0,3,0.333333333333333,0.666666666666667,0,3,0,0,0,0,0,1,0,2,0,"51540","Charlottesville"
515400005012008,1,2,2,5,0.2,0.4,0.4,5,0,0,0,0,0,1,2,2,0,"51540","Charlottesville"
515400005012010,2,1,0,3,0.666666666666667,0.333333333333333,0,0,2,0,0,0,1,1,2,0,0,"51540","Charlottesville"
515400005012013,87,18,28,133,0.654135338345865,0.135338345864662,0.210526315789474,77,51,2,0,0,3,8,26,15,14,"51540","Charlottesville"
515400005013000,7,2,0,9,0.777777777777778,0.222222222222222,0,1,8,0,0,0,0,2,5,0,1,"51540","Charlottesville"
515400005013004,2,0,0,2,1,0,0,0,2,0,0,0,0,0,2,0,0,"51540","Charlottesville"
