"w_geocode","lowwage_jobs","midwage_jobs","higwage_jobs","alljobs","lowwage_p","midwage_p","higwage_p","White_workers","Black_workers","AI_Na_workers","Asian_workers","NaH_PI_workers","Multiracial_workers","lessThanHS_jobs","HSnoCollege_jobs","SomeColl_Associates_jobs","Bach_AdvDeg_jobs","residents","resid_jobs_ratio","w_county","w_tract","w_blkgr","countyName","blocktype"
511319303002028,18,12,5,35,0.514285714285714,0.342857142857143,0.142857142857143,27,6,0,0,0,2,4,13,7,1,5,0.142857142857143,"51131","51131930300","511319303002","Northampton","mixed"
511319303002030,6,5,2,13,0.461538461538462,0.384615384615385,0.153846153846154,12,1,0,0,0,0,1,3,2,5,6,0.461538461538462,"51131","51131930300","511319303002","Northampton","mixed"
511319303002031,3,2,5,10,0.3,0.2,0.5,10,0,0,0,0,0,1,1,4,4,4,0.4,"51131","51131930300","511319303002","Northampton","mixed"
511319303002032,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,2,"51131","51131930300","511319303002","Northampton","residential"
511319303002035,3,2,5,10,0.3,0.2,0.5,10,0,0,0,0,0,2,4,2,2,NA,NA,"51131","51131930300","511319303002","Northampton",NA
511319303002038,0,3,0,3,0,1,0,3,0,0,0,0,0,0,0,0,3,1,0.333333333333333,"51131","51131930300","511319303002","Northampton","mixed"
511319303002047,4,7,11,22,0.181818181818182,0.318181818181818,0.5,17,3,0,2,0,0,2,3,6,5,3,0.136363636363636,"51131","51131930300","511319303002","Northampton","mixed"
511319303002048,1,0,4,5,0.2,0,0.8,5,0,0,0,0,0,0,0,4,1,5,1,"51131","51131930300","511319303002","Northampton","mixed"
511319303002058,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,4,4,"51131","51131930300","511319303002","Northampton","residential"
511319303002061,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,6,6,"51131","51131930300","511319303002","Northampton","residential"
511319303002067,1,2,0,3,0.333333333333333,0.666666666666667,0,2,1,0,0,0,0,0,1,1,1,9,3,"51131","51131930300","511319303002","Northampton","residential"
511319303002068,3,7,2,12,0.25,0.583333333333333,0.166666666666667,12,0,0,0,0,0,2,2,3,4,3,0.25,"51131","51131930300","511319303002","Northampton","mixed"
511319303002069,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,5,5,"51131","51131930300","511319303002","Northampton","residential"
511319303002072,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,3,3,"51131","51131930300","511319303002","Northampton","residential"
511319303002075,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,"51131","51131930300","511319303002","Northampton","mixed"
511319303002077,57,81,33,171,0.333333333333333,0.473684210526316,0.192982456140351,118,50,0,3,0,0,24,29,43,31,19,0.111111111111111,"51131","51131930300","511319303002","Northampton","mixed"
511319303002078,1,2,0,3,0.333333333333333,0.666666666666667,0,2,1,0,0,0,0,0,1,2,0,1,0.333333333333333,"51131","51131930300","511319303002","Northampton","mixed"
511319303002079,1,1,0,2,0.5,0.5,0,2,0,0,0,0,0,0,0,0,0,5,2.5,"51131","51131930300","511319303002","Northampton","residential"
511319303002098,1,0,1,2,0.5,0,0.5,1,1,0,0,0,0,0,1,0,0,11,5.5,"51131","51131930300","511319303002","Northampton","residential"
511319303002100,1,3,3,7,0.142857142857143,0.428571428571429,0.428571428571429,7,0,0,0,0,0,0,2,2,1,NA,NA,"51131","51131930300","511319303002","Northampton",NA
511319303002107,8,34,17,59,0.135593220338983,0.576271186440678,0.288135593220339,33,24,0,1,0,1,9,20,15,14,50,0.847457627118644,"51131","51131930300","511319303002","Northampton","mixed"
511319303002114,2,1,0,3,0.666666666666667,0.333333333333333,0,2,0,0,1,0,0,0,2,1,0,NA,NA,"51131","51131930300","511319303002","Northampton",NA
511319303002122,33,61,21,115,0.28695652173913,0.530434782608696,0.182608695652174,87,25,1,0,0,2,18,29,20,22,NA,NA,"51131","51131930300","511319303002","Northampton",NA
511319303002143,0,3,2,5,0,0.6,0.4,4,1,0,0,0,0,2,1,1,1,NA,NA,"51131","51131930300","511319303002","Northampton",NA
511319303002145,3,5,0,8,0.375,0.625,0,7,1,0,0,0,0,0,1,3,2,NA,NA,"51131","51131930300","511319303002","Northampton",NA
511319303002173,1,2,4,7,0.142857142857143,0.285714285714286,0.571428571428571,5,0,0,0,0,2,1,3,1,2,19,2.71428571428571,"51131","51131930300","511319303002","Northampton","residential"
511319303002213,0,2,0,2,0,1,0,2,0,0,0,0,0,1,1,0,0,6,3,"51131","51131930300","511319303002","Northampton","residential"
511319303002221,0,2,2,4,0,0.5,0.5,4,0,0,0,0,0,1,1,0,2,1,0.25,"51131","51131930300","511319303002","Northampton","mixed"
511319303003112,0,5,4,9,0,0.555555555555556,0.444444444444444,9,0,0,0,0,0,1,3,3,2,3,0.333333333333333,"51131","51131930300","511319303003","Northampton","mixed"
511319303003115,1,2,1,4,0.25,0.5,0.25,4,0,0,0,0,0,1,1,2,0,53,13.25,"51131","51131930300","511319303003","Northampton","residential"
511319303003121,0,2,0,2,0,1,0,0,2,0,0,0,0,1,0,1,0,47,23.5,"51131","51131930300","511319303003","Northampton","residential"
511319303003179,0,1,3,4,0,0.25,0.75,4,0,0,0,0,0,1,2,1,0,NA,NA,"51131","51131930300","511319303003","Northampton",NA
511319303003189,1,4,1,6,0.166666666666667,0.666666666666667,0.166666666666667,5,1,0,0,0,0,0,3,1,2,12,2,"51131","51131930300","511319303003","Northampton","residential"
511319303003192,2,0,0,2,1,0,0,0,2,0,0,0,0,1,0,1,0,65,32.5,"51131","51131930300","511319303003","Northampton","residential"
511319303003193,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,15,15,"51131","51131930300","511319303003","Northampton","residential"
511319303003197,64,36,4,104,0.615384615384615,0.346153846153846,0.0384615384615385,52,45,0,5,0,2,12,20,12,14,10,0.0961538461538462,"51131","51131930300","511319303003","Northampton","mixed"
511319303003200,1,5,0,6,0.166666666666667,0.833333333333333,0,6,0,0,0,0,0,2,1,2,0,5,0.833333333333333,"51131","51131930300","511319303003","Northampton","mixed"
511319303003202,10,3,2,15,0.666666666666667,0.2,0.133333333333333,4,11,0,0,0,0,1,3,4,1,NA,NA,"51131","51131930300","511319303003","Northampton",NA
511319303003207,0,11,3,14,0,0.785714285714286,0.214285714285714,9,5,0,0,0,0,2,1,1,5,NA,NA,"51131","51131930300","511319303003","Northampton",NA
511319303003211,3,2,0,5,0.6,0.4,0,5,0,0,0,0,0,0,1,3,1,3,0.6,"51131","51131930300","511319303003","Northampton","mixed"
511319303003215,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,10,10,"51131","51131930300","511319303003","Northampton","residential"
511319303003241,2,2,0,4,0.5,0.5,0,0,4,0,0,0,0,0,1,0,1,1,0.25,"51131","51131930300","511319303003","Northampton","mixed"
511319303003248,16,14,2,32,0.5,0.4375,0.0625,16,12,0,2,0,2,5,10,5,3,11,0.34375,"51131","51131930300","511319303003","Northampton","mixed"
511319303003331,2,3,2,7,0.285714285714286,0.428571428571429,0.285714285714286,7,0,0,0,0,0,0,3,0,2,14,2,"51131","51131930300","511319303003","Northampton","residential"
511319303003334,0,2,0,2,0,1,0,2,0,0,0,0,0,1,0,1,0,7,3.5,"51131","51131930300","511319303003","Northampton","residential"
511319303004059,1,12,16,29,0.0344827586206897,0.413793103448276,0.551724137931034,22,7,0,0,0,0,3,11,7,6,9,0.310344827586207,"51131","51131930300","511319303004","Northampton","mixed"
511319303004074,0,7,3,10,0,0.7,0.3,8,2,0,0,0,0,2,2,1,4,8,0.8,"51131","51131930300","511319303004","Northampton","mixed"
511319303004093,2,6,0,8,0.25,0.75,0,5,3,0,0,0,0,1,0,3,2,1,0.125,"51131","51131930300","511319303004","Northampton","mixed"
511319303004098,1,0,2,3,0.333333333333333,0,0.666666666666667,2,1,0,0,0,0,1,1,0,1,8,2.66666666666667,"51131","51131930300","511319303004","Northampton","residential"
511319303004109,0,2,0,2,0,1,0,0,2,0,0,0,0,0,2,0,0,NA,NA,"51131","51131930300","511319303004","Northampton",NA
511319303004115,4,5,2,11,0.363636363636364,0.454545454545455,0.181818181818182,9,1,0,0,1,0,1,2,6,0,6,0.545454545454545,"51131","51131930300","511319303004","Northampton","mixed"
511319303004136,3,2,0,5,0.6,0.4,0,5,0,0,0,0,0,0,0,1,3,6,1.2,"51131","51131930300","511319303004","Northampton","mixed"
511319303004144,11,9,1,21,0.523809523809524,0.428571428571429,0.0476190476190476,11,8,0,0,0,2,2,6,3,0,16,0.761904761904762,"51131","51131930300","511319303004","Northampton","mixed"
511319303004149,0,2,0,2,0,1,0,0,0,0,2,0,0,1,0,0,1,NA,NA,"51131","51131930300","511319303004","Northampton",NA
511319303004161,12,8,1,21,0.571428571428571,0.380952380952381,0.0476190476190476,10,11,0,0,0,0,4,5,4,2,NA,NA,"51131","51131930300","511319303004","Northampton",NA
511319303004177,1,1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,2,1,0,0,0,0,0,1,1,0,1,0.333333333333333,"51131","51131930300","511319303004","Northampton","mixed"
511319303004271,5,44,102,151,0.033112582781457,0.291390728476821,0.675496688741722,107,37,4,0,0,3,20,59,35,17,NA,NA,"51131","51131930300","511319303004","Northampton",NA
511319303004297,6,9,1,16,0.375,0.5625,0.0625,14,0,0,2,0,0,6,3,3,2,NA,NA,"51131","51131930300","511319303004","Northampton",NA
